phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
surface_area,CTQ_Abuse,male,L_precuneus_surfavg,-0.077 (0.086),3.71E-01,9.35E-01,No,-0.31 (0.191),1.07E-01,8.53E-01,No,159,-0.09 (0.039),2.19E-02,1.49E-01,No,0.015 (0.082),8.58E-01,9.41E-01,No,742,-0.077 (0.044),7.82E-02,4.71E-01,No,-0.005 (0.089),9.52E-01,9.62E-01,No,585
surface_area,CTQ_Abuse,male,L_rostralanteriorcingulate_surfavg,-0.088 (0.087),3.14E-01,9.35E-01,No,-0.108 (0.193),5.76E-01,9.94E-01,No,159,-0.021 (0.039),5.85E-01,7.60E-01,No,0.062 (0.082),4.51E-01,7.44E-01,No,742,-0.059 (0.044),1.77E-01,5.21E-01,No,0.131 (0.089),1.41E-01,7.97E-01,No,585
surface_area,CTQ_Abuse,male,L_rostralmiddlefrontal_surfavg,-0.113 (0.087),1.94E-01,9.35E-01,No,0.203 (0.193),2.94E-01,9.93E-01,No,159,0.081 (0.039),3.77E-02,1.79E-01,No,-0.031 (0.082),7.05E-01,8.60E-01,No,742,-0.009 (0.044),8.32E-01,9.14E-01,No,-0.248 (0.089),5.39E-03,1.83E-01,No,585
surface_area,CTQ_Abuse,male,L_superiorfrontal_surfavg,-0.027 (0.087),7.54E-01,9.74E-01,No,0.08 (0.194),6.79E-01,9.94E-01,No,159,0.05 (0.039),2.02E-01,4.30E-01,No,-0.172 (0.082),3.54E-02,4.62E-01,No,742,0.03 (0.044),4.98E-01,7.37E-01,No,-0.017 (0.089),8.51E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,L_superiorparietal_surfavg,0.091 (0.087),2.96E-01,9.35E-01,No,-0.119 (0.193),5.41E-01,9.94E-01,No,159,-0.021 (0.039),5.92E-01,7.60E-01,No,-0.126 (0.082),1.25E-01,6.55E-01,No,742,0.046 (0.044),2.88E-01,6.15E-01,No,-0.293 (0.088),9.83E-04,6.68E-02,No,585
surface_area,CTQ_Abuse,male,L_superiortemporal_surfavg,0.022 (0.087),7.99E-01,9.74E-01,No,-0.071 (0.194),7.16E-01,9.94E-01,No,159,0.055 (0.039),1.60E-01,3.62E-01,No,-0.106 (0.082),1.97E-01,7.44E-01,No,742,0.061 (0.044),1.67E-01,5.16E-01,No,-0.063 (0.089),4.81E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_supramargil_surfavg,0.041 (0.087),6.41E-01,9.74E-01,No,-0.041 (0.194),8.33E-01,9.94E-01,No,159,-0.004 (0.039),9.22E-01,9.50E-01,No,0.008 (0.082),9.26E-01,9.84E-01,No,742,0.048 (0.044),2.71E-01,6.15E-01,No,-0.069 (0.089),4.40E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_frontalpole_surfavg,-0.05 (0.087),5.63E-01,9.35E-01,No,0.218 (0.193),2.62E-01,9.93E-01,No,159,0.143 (0.039) *,2.59E-04,5.87E-03,Yes,-0.06 (0.081),4.62E-01,7.44E-01,No,742,0.044 (0.044),3.13E-01,6.21E-01,No,0.1 (0.089),2.64E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,L_temporalpole_surfavg,0.057 (0.086),5.14E-01,9.35E-01,No,-0.361 (0.192),6.16E-02,7.72E-01,No,159,0.034 (0.039),3.83E-01,6.52E-01,No,0.149 (0.082),6.98E-02,5.27E-01,No,742,0.116 (0.044),8.26E-03,1.15E-01,No,0.027 (0.089),7.63E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,L_transversetemporal_surfavg,0.018 (0.087),8.35E-01,9.74E-01,No,0.004 (0.194),9.83E-01,9.94E-01,No,159,-0.01 (0.039),8.01E-01,9.06E-01,No,0.02 (0.082),8.07E-01,9.24E-01,No,742,-0.01 (0.044),8.26E-01,9.14E-01,No,-0.076 (0.089),3.97E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_insula_surfavg,0.019 (0.087),8.27E-01,9.74E-01,No,-0.13 (0.194),5.03E-01,9.94E-01,No,159,0.009 (0.039),8.20E-01,9.06E-01,No,-0.022 (0.082),7.85E-01,9.24E-01,No,742,-0.015 (0.044),7.32E-01,8.74E-01,No,0.198 (0.089),2.66E-02,5.56E-01,No,585
surface_area,CTQ_Abuse,male,R_bankssts_surfavg,-0.014 (0.087),8.70E-01,9.74E-01,No,-0.107 (0.194),5.81E-01,9.94E-01,No,159,-0.133 (0.039) *,6.33E-04,1.08E-02,Yes,0.082 (0.081),3.13E-01,7.44E-01,No,742,-0.089 (0.044),4.16E-02,3.25E-01,No,0.077 (0.089),3.90E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_caudalanteriorcingulate_surfavg,0.036 (0.087),6.81E-01,9.74E-01,No,0.02 (0.194),9.17E-01,9.94E-01,No,159,-0.005 (0.039),8.95E-01,9.37E-01,No,0.057 (0.082),4.87E-01,7.44E-01,No,742,-0.075 (0.044),8.81E-02,4.71E-01,No,0.14 (0.089),1.16E-01,7.18E-01,No,585
surface_area,CTQ_Abuse,male,R_caudalmiddlefrontal_surfavg,0.056 (0.087),5.23E-01,9.35E-01,No,0.172 (0.193),3.73E-01,9.93E-01,No,159,0.053 (0.039),1.72E-01,3.78E-01,No,-0.036 (0.082),6.59E-01,8.30E-01,No,742,-0.023 (0.044),6.01E-01,8.01E-01,No,0.041 (0.089),6.47E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_cuneus_surfavg,0.103 (0.085),2.28E-01,9.35E-01,No,0.377 (0.189),4.74E-02,7.72E-01,No,159,0.033 (0.039),3.94E-01,6.52E-01,No,-0.14 (0.082),8.85E-02,6.02E-01,No,742,0.02 (0.044),6.48E-01,8.01E-01,No,0.102 (0.089),2.51E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_entorhil_surfavg,-0.004 (0.087),9.59E-01,9.93E-01,No,0.061 (0.194),7.54E-01,9.94E-01,No,159,0.03 (0.039),4.47E-01,6.66E-01,No,0.076 (0.082),3.57E-01,7.44E-01,No,742,0.057 (0.044),1.92E-01,5.21E-01,No,-0.011 (0.089),8.99E-01,9.62E-01,No,585
surface_area,CTQ_Abuse,male,R_fusiform_surfavg,-0.089 (0.085),2.99E-01,9.35E-01,No,-0.394 (0.189),3.89E-02,7.72E-01,No,159,-0.064 (0.039),1.00E-01,3.04E-01,No,0.162 (0.082),4.85E-02,4.71E-01,No,742,0.047 (0.044),2.89E-01,6.15E-01,No,-0.047 (0.089),6.01E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_inferiorparietal_surfavg,0.132 (0.086),1.28E-01,9.35E-01,No,-0.296 (0.192),1.25E-01,8.53E-01,No,159,-0.002 (0.039),9.62E-01,9.62E-01,No,0.074 (0.082),3.66E-01,7.44E-01,No,742,-0.07 (0.044),1.11E-01,4.72E-01,No,-0.019 (0.089),8.35E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,R_inferiortemporal_surfavg,-0.078 (0.087),3.74E-01,9.35E-01,No,0.004 (0.193),9.82E-01,9.94E-01,No,159,-0.056 (0.039),1.55E-01,3.62E-01,No,0.09 (0.082),2.72E-01,7.44E-01,No,742,-0.042 (0.044),3.34E-01,6.21E-01,No,0.102 (0.089),2.52E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_isthmuscingulate_surfavg,0.078 (0.087),3.75E-01,9.35E-01,No,-0.014 (0.193),9.43E-01,9.94E-01,No,159,0.082 (0.039),3.64E-02,1.79E-01,No,-0.062 (0.082),4.51E-01,7.44E-01,No,742,-0.0 (0.044),9.96E-01,9.96E-01,No,-0.144 (0.089),1.06E-01,7.18E-01,No,585
surface_area,CTQ_Abuse,male,R_lateraloccipital_surfavg,-0.039 (0.087),6.56E-01,9.74E-01,No,0.171 (0.194),3.80E-01,9.93E-01,No,159,0.028 (0.039),4.72E-01,6.66E-01,No,-0.089 (0.082),2.80E-01,7.44E-01,No,742,0.044 (0.044),3.11E-01,6.21E-01,No,0.033 (0.089),7.09E-01,9.45E-01,No,585
surface_area,CTQ_Abuse,male,R_lateralorbitofrontal_surfavg,-0.066 (0.087),4.53E-01,9.35E-01,No,0.036 (0.194),8.52E-01,9.94E-01,No,159,0.062 (0.039),1.14E-01,3.09E-01,No,-0.11 (0.082),1.80E-01,7.44E-01,No,742,0.038 (0.044),3.88E-01,6.35E-01,No,0.054 (0.089),5.48E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_lingual_surfavg,0.081 (0.087),3.52E-01,9.35E-01,No,0.002 (0.193),9.94E-01,9.94E-01,No,159,0.033 (0.039),4.02E-01,6.52E-01,No,-0.181 (0.082),2.75E-02,4.62E-01,No,742,0.013 (0.044),7.76E-01,9.09E-01,No,0.06 (0.089),4.99E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_medialorbitofrontal_surfavg,-0.113 (0.087),1.92E-01,9.35E-01,No,-0.087 (0.192),6.50E-01,9.94E-01,No,159,0.082 (0.039),3.62E-02,1.79E-01,No,0.089 (0.082),2.78E-01,7.44E-01,No,742,0.115 (0.044),8.43E-03,1.15E-01,No,-0.076 (0.089),3.92E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_middletemporal_surfavg,-0.198 (0.086),2.23E-02,7.59E-01,No,0.008 (0.19),9.68E-01,9.94E-01,No,159,-0.008 (0.039),8.40E-01,9.06E-01,No,-0.047 (0.082),5.69E-01,7.66E-01,No,742,-0.03 (0.044),4.92E-01,7.37E-01,No,0.004 (0.089),9.62E-01,9.62E-01,No,585
surface_area,CTQ_Abuse,male,R_parahippocampal_surfavg,-0.096 (0.087),2.69E-01,9.35E-01,No,-0.043 (0.193),8.24E-01,9.94E-01,No,159,-0.059 (0.039),1.34E-01,3.38E-01,No,-0.019 (0.082),8.16E-01,9.24E-01,No,742,-0.04 (0.044),3.66E-01,6.35E-01,No,-0.094 (0.089),2.92E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_paracentral_surfavg,0.127 (0.087),1.46E-01,9.35E-01,No,-0.187 (0.193),3.33E-01,9.93E-01,No,159,-0.059 (0.039),1.34E-01,3.38E-01,No,-0.081 (0.082),3.25E-01,7.44E-01,No,742,-0.072 (0.044),1.01E-01,4.71E-01,No,-0.025 (0.089),7.77E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,R_parsopercularis_surfavg,0.086 (0.087),3.23E-01,9.35E-01,No,-0.171 (0.193),3.78E-01,9.93E-01,No,159,0.073 (0.039),6.12E-02,2.32E-01,No,-0.176 (0.082),3.18E-02,4.62E-01,No,742,-0.062 (0.044),1.56E-01,5.04E-01,No,0.049 (0.089),5.85E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_parsorbitalis_surfavg,-0.017 (0.087),8.49E-01,9.74E-01,No,-0.081 (0.194),6.76E-01,9.94E-01,No,159,0.09 (0.039),2.10E-02,1.49E-01,No,-0.071 (0.082),3.84E-01,7.44E-01,No,742,0.042 (0.044),3.38E-01,6.21E-01,No,-0.015 (0.089),8.70E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,R_parstriangularis_surfavg,0.004 (0.087),9.65E-01,9.93E-01,No,0.012 (0.194),9.49E-01,9.94E-01,No,159,0.058 (0.039),1.39E-01,3.38E-01,No,-0.09 (0.082),2.74E-01,7.44E-01,No,742,0.025 (0.044),5.63E-01,7.97E-01,No,-0.018 (0.089),8.38E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,R_pericalcarine_surfavg,0.131 (0.086),1.29E-01,9.35E-01,No,0.251 (0.19),1.89E-01,9.93E-01,No,159,0.037 (0.039),3.47E-01,6.21E-01,No,-0.226 (0.082),5.83E-03,3.97E-01,No,742,0.008 (0.044),8.47E-01,9.14E-01,No,0.158 (0.089),7.74E-02,6.58E-01,No,585
surface_area,CTQ_Abuse,male,R_postcentral_surfavg,0.053 (0.087),5.41E-01,9.35E-01,No,-0.016 (0.194),9.35E-01,9.94E-01,No,159,-0.029 (0.039),4.62E-01,6.66E-01,No,-0.004 (0.082),9.58E-01,9.87E-01,No,742,-0.048 (0.044),2.75E-01,6.15E-01,No,0.073 (0.089),4.14E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_posteriorcingulate_surfavg,-0.012 (0.086),8.88E-01,9.74E-01,No,-0.345 (0.192),7.35E-02,7.72E-01,No,159,-0.026 (0.039),5.00E-01,6.80E-01,No,0.101 (0.082),2.21E-01,7.44E-01,No,742,-0.074 (0.044),9.12E-02,4.71E-01,No,0.1 (0.089),2.63E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_precentral_surfavg,0.021 (0.087),8.09E-01,9.74E-01,No,-0.072 (0.194),7.10E-01,9.94E-01,No,159,0.033 (0.039),4.01E-01,6.52E-01,No,-0.134 (0.082),1.02E-01,6.34E-01,No,742,-0.019 (0.044),6.70E-01,8.13E-01,No,-0.094 (0.089),2.92E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_precuneus_surfavg,0.024 (0.087),7.87E-01,9.74E-01,No,-0.188 (0.193),3.33E-01,9.93E-01,No,159,-0.081 (0.039),3.95E-02,1.79E-01,No,0.031 (0.082),7.08E-01,8.60E-01,No,742,-0.043 (0.044),3.24E-01,6.21E-01,No,-0.022 (0.089),8.06E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,R_rostralanteriorcingulate_surfavg,0.113 (0.086),1.94E-01,9.35E-01,No,-0.339 (0.192),7.94E-02,7.72E-01,No,159,-0.071 (0.039),6.84E-02,2.45E-01,No,0.097 (0.082),2.34E-01,7.44E-01,No,742,0.004 (0.044),9.20E-01,9.63E-01,No,-0.071 (0.089),4.26E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_rostralmiddlefrontal_surfavg,-0.086 (0.087),3.25E-01,9.35E-01,No,0.303 (0.192),1.18E-01,8.53E-01,No,159,0.049 (0.039),2.12E-01,4.37E-01,No,-0.046 (0.082),5.75E-01,7.66E-01,No,742,-0.03 (0.044),4.88E-01,7.37E-01,No,-0.03 (0.089),7.34E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,R_superiorfrontal_surfavg,-0.076 (0.087),3.82E-01,9.35E-01,No,-0.081 (0.193),6.76E-01,9.94E-01,No,159,0.044 (0.039),2.61E-01,5.22E-01,No,-0.129 (0.082),1.15E-01,6.50E-01,No,742,0.021 (0.044),6.26E-01,8.01E-01,No,-0.176 (0.089),4.91E-02,5.56E-01,No,585
surface_area,CTQ_Abuse,male,R_superiorparietal_surfavg,-0.054 (0.087),5.39E-01,9.35E-01,No,0.112 (0.194),5.63E-01,9.94E-01,No,159,-0.125 (0.039) *,1.33E-03,1.81E-02,Yes,0.052 (0.082),5.23E-01,7.62E-01,No,742,0.022 (0.044),6.16E-01,8.01E-01,No,-0.098 (0.089),2.75E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_superiortemporal_surfavg,-0.013 (0.087),8.85E-01,9.74E-01,No,0.171 (0.194),3.79E-01,9.93E-01,No,159,0.01 (0.039),7.91E-01,9.06E-01,No,-0.052 (0.082),5.26E-01,7.62E-01,No,742,0.005 (0.044),9.07E-01,9.63E-01,No,-0.089 (0.089),3.17E-01,9.37E-01,No,585
surface_area,CTQ_Abuse,male,R_supramargil_surfavg,-0.02 (0.087),8.16E-01,9.74E-01,No,0.275 (0.193),1.55E-01,9.61E-01,No,159,-0.077 (0.039),5.07E-02,2.15E-01,No,0.048 (0.082),5.60E-01,7.66E-01,No,742,0.05 (0.044),2.54E-01,6.15E-01,No,-0.094 (0.089),2.91E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,R_frontalpole_surfavg,-0.065 (0.087),4.59E-01,9.35E-01,No,-0.034 (0.194),8.62E-01,9.94E-01,No,159,0.147 (0.039) *,1.62E-04,5.49E-03,Yes,-0.02 (0.081),8.02E-01,9.24E-01,No,742,0.089 (0.044),4.30E-02,3.25E-01,No,-0.036 (0.089),6.83E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_temporalpole_surfavg,0.027 (0.087),7.55E-01,9.74E-01,No,-0.199 (0.193),3.06E-01,9.93E-01,No,159,0.093 (0.039),1.70E-02,1.49E-01,No,0.061 (0.082),4.57E-01,7.44E-01,No,742,0.17 (0.043) *,9.40E-05,6.39E-03,Yes,0.061 (0.088),4.86E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,R_transversetemporal_surfavg,0.001 (0.087),9.93E-01,9.93E-01,No,-0.183 (0.193),3.46E-01,9.93E-01,No,159,-0.03 (0.039),4.44E-01,6.66E-01,No,-0.005 (0.082),9.48E-01,9.87E-01,No,742,-0.001 (0.044),9.90E-01,9.96E-01,No,-0.167 (0.089),6.13E-02,5.96E-01,No,585
surface_area,CTQ_Abuse,male,R_insula_surfavg,-0.026 (0.087),7.63E-01,9.74E-01,No,-0.044 (0.194),8.21E-01,9.94E-01,No,159,-0.039 (0.039),3.26E-01,5.99E-01,No,0.067 (0.082),4.14E-01,7.44E-01,No,742,-0.071 (0.044),1.04E-01,4.71E-01,No,0.098 (0.089),2.71E-01,9.03E-01,No,585
surface_area,CTQ_Neglect,female,L_bankssts_surfavg,0.172 (0.077),2.66E-02,5.76E-01,No,-0.241 (0.159),1.30E-01,4.95E-01,No,189,-0.03 (0.034),3.76E-01,5.50E-01,No,-0.155 (0.072),3.25E-02,1.30E-01,No,1163,-0.041 (0.038),2.78E-01,9.30E-01,No,-0.079 (0.077),3.07E-01,5.63E-01,No,864
surface_area,CTQ_Neglect,female,L_caudalanteriorcingulate_surfavg,-0.044 (0.078),5.70E-01,9.44E-01,No,-0.033 (0.161),8.38E-01,9.04E-01,No,189,-0.07 (0.034),3.97E-02,1.65E-01,No,0.003 (0.073),9.72E-01,9.87E-01,No,1163,-0.011 (0.038),7.75E-01,9.30E-01,No,-0.006 (0.077),9.39E-01,9.82E-01,No,864
surface_area,CTQ_Neglect,female,L_caudalmiddlefrontal_surfavg,0.035 (0.077),6.54E-01,9.44E-01,No,0.194 (0.16),2.27E-01,5.84E-01,No,189,-0.039 (0.034),2.51E-01,4.25E-01,No,-0.102 (0.073),1.62E-01,3.55E-01,No,1163,-0.013 (0.038),7.31E-01,9.30E-01,No,0.011 (0.077),8.86E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,L_cuneus_surfavg,0.155 (0.076),4.37E-02,5.76E-01,No,-0.424 (0.157),7.71E-03,2.37E-01,No,189,0.011 (0.034),7.51E-01,8.49E-01,No,0.055 (0.073),4.48E-01,5.97E-01,No,1163,-0.07 (0.038),6.89E-02,5.85E-01,No,0.123 (0.077),1.09E-01,3.50E-01,No,864
surface_area,CTQ_Neglect,female,L_entorhil_surfavg,-0.128 (0.077),9.87E-02,7.26E-01,No,0.167 (0.16),2.98E-01,6.16E-01,No,189,-0.045 (0.034),1.90E-01,3.69E-01,No,0.266 (0.072) *,2.42E-04,4.97E-03,Yes,1163,0.03 (0.038),4.27E-01,9.30E-01,No,0.217 (0.076),4.74E-03,8.06E-02,No,864
surface_area,CTQ_Neglect,female,L_fusiform_surfavg,0.026 (0.078),7.34E-01,9.44E-01,No,-0.204 (0.16),2.06E-01,5.59E-01,No,189,-0.113 (0.034) *,9.16E-04,8.90E-03,Yes,0.151 (0.072),3.73E-02,1.34E-01,No,1163,-0.012 (0.038),7.51E-01,9.30E-01,No,-0.02 (0.077),7.98E-01,9.63E-01,No,864
surface_area,CTQ_Neglect,female,L_inferiorparietal_surfavg,-0.023 (0.078),7.67E-01,9.44E-01,No,-0.156 (0.16),3.31E-01,6.42E-01,No,189,-0.025 (0.034),4.65E-01,6.46E-01,No,-0.216 (0.072) *,2.86E-03,2.78E-02,Yes,1163,-0.08 (0.038),3.73E-02,5.85E-01,No,0.03 (0.077),6.98E-01,8.95E-01,No,864
surface_area,CTQ_Neglect,female,L_inferiortemporal_surfavg,-0.246 (0.076),1.39E-03,9.44E-02,No,0.088 (0.156),5.75E-01,8.00E-01,No,189,-0.03 (0.034),3.80E-01,5.50E-01,No,0.263 (0.072) *,2.92E-04,4.97E-03,Yes,1163,-0.029 (0.038),4.47E-01,9.30E-01,No,0.24 (0.077) *,1.83E-03,4.15E-02,Yes,864
surface_area,CTQ_Neglect,female,L_isthmuscingulate_surfavg,0.12 (0.077),1.23E-01,7.41E-01,No,-0.133 (0.16),4.06E-01,6.86E-01,No,189,-0.037 (0.034),2.78E-01,4.50E-01,No,-0.057 (0.073),4.30E-01,5.97E-01,No,1163,0.057 (0.038),1.33E-01,9.05E-01,No,-0.164 (0.077),3.30E-02,1.77E-01,No,864
surface_area,CTQ_Neglect,female,L_lateraloccipital_surfavg,0.164 (0.076),3.27E-02,5.76E-01,No,-0.407 (0.157),1.05E-02,2.37E-01,No,189,0.066 (0.034),5.41E-02,1.84E-01,No,0.119 (0.072),9.94E-02,2.70E-01,No,1163,0.002 (0.038),9.54E-01,9.77E-01,No,0.071 (0.077),3.56E-01,6.06E-01,No,864
surface_area,CTQ_Neglect,female,L_lateralorbitofrontal_surfavg,-0.095 (0.078),2.23E-01,7.41E-01,No,0.102 (0.16),5.25E-01,7.93E-01,No,189,-0.058 (0.034),8.90E-02,2.42E-01,No,0.364 (0.072) *,5.04E-07,3.42E-05,Yes,1163,-0.018 (0.038),6.43E-01,9.30E-01,No,0.265 (0.076) *,5.65E-04,3.84E-02,Yes,864
surface_area,CTQ_Neglect,female,L_lingual_surfavg,0.018 (0.078),8.21E-01,9.53E-01,No,-0.205 (0.16),2.02E-01,5.59E-01,No,189,0.009 (0.034),7.93E-01,8.70E-01,No,0.212 (0.072) *,3.44E-03,2.92E-02,Yes,1163,0.014 (0.038),7.16E-01,9.30E-01,No,0.049 (0.077),5.24E-01,7.58E-01,No,864
surface_area,CTQ_Neglect,female,L_medialorbitofrontal_surfavg,-0.089 (0.078),2.55E-01,7.41E-01,No,0.122 (0.16),4.49E-01,7.28E-01,No,189,0.021 (0.034),5.42E-01,7.37E-01,No,0.155 (0.073),3.23E-02,1.30E-01,No,1163,0.054 (0.038),1.61E-01,9.30E-01,No,-0.01 (0.077),8.94E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,L_middletemporal_surfavg,-0.029 (0.078),7.08E-01,9.44E-01,No,0.06 (0.161),7.08E-01,8.44E-01,No,189,-0.015 (0.034),6.68E-01,8.34E-01,No,0.129 (0.073),7.53E-02,2.24E-01,No,1163,0.021 (0.038),5.75E-01,9.30E-01,No,0.142 (0.077),6.47E-02,2.31E-01,No,864
surface_area,CTQ_Neglect,female,L_parahippocampal_surfavg,-0.085 (0.078),2.73E-01,7.41E-01,No,0.027 (0.16),8.67E-01,9.21E-01,No,189,-0.112 (0.034) *,1.05E-03,8.91E-03,Yes,0.044 (0.072),5.39E-01,6.67E-01,No,1163,-0.034 (0.038),3.70E-01,9.30E-01,No,-0.066 (0.077),3.90E-01,6.46E-01,No,864
surface_area,CTQ_Neglect,female,L_paracentral_surfavg,0.035 (0.077),6.44E-01,9.44E-01,No,0.359 (0.158),2.44E-02,2.37E-01,No,189,0.044 (0.034),2.00E-01,3.77E-01,No,-0.152 (0.073),3.73E-02,1.34E-01,No,1163,0.033 (0.038),3.87E-01,9.30E-01,No,-0.115 (0.077),1.35E-01,3.68E-01,No,864
surface_area,CTQ_Neglect,female,L_parsopercularis_surfavg,-0.041 (0.078),5.99E-01,9.44E-01,No,0.077 (0.161),6.31E-01,8.25E-01,No,189,-0.056 (0.034),1.02E-01,2.66E-01,No,0.028 (0.073),7.05E-01,7.99E-01,No,1163,-0.038 (0.038),3.16E-01,9.30E-01,No,-0.01 (0.077),8.92E-01,9.65E-01,No,864
surface_area,CTQ_Neglect,female,L_parsorbitalis_surfavg,-0.06 (0.078),4.43E-01,9.14E-01,No,0.099 (0.161),5.38E-01,7.93E-01,No,189,0.063 (0.034),6.44E-02,2.09E-01,No,0.111 (0.072),1.27E-01,2.97E-01,No,1163,0.026 (0.038),4.98E-01,9.30E-01,No,0.12 (0.077),1.20E-01,3.54E-01,No,864
surface_area,CTQ_Neglect,female,L_parstriangularis_surfavg,0.003 (0.078),9.68E-01,9.68E-01,No,-0.216 (0.16),1.80E-01,5.57E-01,No,189,-0.012 (0.034),7.26E-01,8.49E-01,No,0.005 (0.073),9.44E-01,9.87E-01,No,1163,-0.046 (0.038),2.29E-01,9.30E-01,No,0.102 (0.077),1.84E-01,4.31E-01,No,864
surface_area,CTQ_Neglect,female,L_pericalcarine_surfavg,0.105 (0.077),1.78E-01,7.41E-01,No,-0.224 (0.16),1.63E-01,5.55E-01,No,189,0.055 (0.034),1.11E-01,2.79E-01,No,0.004 (0.073),9.61E-01,9.87E-01,No,1163,-0.073 (0.038),5.50E-02,5.85E-01,No,0.085 (0.077),2.67E-01,5.27E-01,No,864
surface_area,CTQ_Neglect,female,L_postcentral_surfavg,-0.023 (0.077),7.64E-01,9.44E-01,No,0.264 (0.16),9.96E-02,4.95E-01,No,189,-0.039 (0.034),2.56E-01,4.25E-01,No,0.004 (0.073),9.52E-01,9.87E-01,No,1163,0.045 (0.038),2.35E-01,9.30E-01,No,-0.179 (0.077),2.03E-02,1.54E-01,No,864
surface_area,CTQ_Neglect,female,L_posteriorcingulate_surfavg,-0.048 (0.078),5.40E-01,9.44E-01,No,0.107 (0.161),5.07E-01,7.84E-01,No,189,-0.017 (0.034),6.26E-01,8.18E-01,No,-0.116 (0.073),1.10E-01,2.89E-01,No,1163,0.01 (0.038),7.93E-01,9.30E-01,No,-0.001 (0.077),9.90E-01,9.90E-01,No,864
surface_area,CTQ_Neglect,female,L_precentral_surfavg,-0.093 (0.077),2.30E-01,7.41E-01,No,0.23 (0.16),1.52E-01,5.43E-01,No,189,-0.018 (0.034),5.89E-01,7.86E-01,No,-0.177 (0.072),1.45E-02,7.59E-02,No,1163,0.012 (0.038),7.59E-01,9.30E-01,No,-0.16 (0.077),3.83E-02,1.77E-01,No,864
surface_area,CTQ_Neglect,female,L_precuneus_surfavg,-0.032 (0.078),6.83E-01,9.44E-01,No,0.147 (0.161),3.61E-01,6.69E-01,No,189,-0.036 (0.034),2.88E-01,4.56E-01,No,0.055 (0.073),4.48E-01,5.97E-01,No,1163,-0.032 (0.038),4.06E-01,9.30E-01,No,-0.087 (0.077),2.60E-01,5.27E-01,No,864
surface_area,CTQ_Neglect,female,L_rostralanteriorcingulate_surfavg,-0.068 (0.078),3.83E-01,8.39E-01,No,0.136 (0.16),3.96E-01,6.86E-01,No,189,-0.094 (0.034) *,5.95E-03,3.68E-02,Yes,0.208 (0.072) *,4.27E-03,3.22E-02,Yes,1163,-0.006 (0.038),8.75E-01,9.60E-01,No,0.022 (0.077),7.75E-01,9.63E-01,No,864
surface_area,CTQ_Neglect,female,L_rostralmiddlefrontal_surfavg,-0.068 (0.078),3.82E-01,8.39E-01,No,0.097 (0.161),5.48E-01,7.93E-01,No,189,0.002 (0.034),9.57E-01,9.66E-01,No,-0.098 (0.073),1.78E-01,3.56E-01,No,1163,-0.036 (0.038),3.52E-01,9.30E-01,No,-0.055 (0.077),4.72E-01,7.42E-01,No,864
